Street Number	Street Name	Zip Code	Full Address	Latitude	Longitude	Pickup Type	Grade	Geocode	Student Uses Wheelchair	Requires Monitor	Child Safety Restraint System	Neighborhood Safety Score	Proposed Maximium Walk to Stop Distance	Assigned School	Current School Start Time	Current School End Time	School Address	School Latitude	School Longitude
754	W ROXBURY PW	2131	754 West Roxbury Pkwy	42.28015	-71.1424	Corner	6	25025110501				1	0.5	Carl Yastrzemski School	7:30:00 AM	3:00:00 PM	"11 Charles St, 02122"	42.300881	-71.061732
755	BENNINGTON ST	2128	755 Bennington St	42.38498	-71.01103	D2D	1	25025051000				2	0.2	Fred Lynn School	8:30:00 AM	4:00:00 PM	"80 School St, 02119"	42.314132	-71.099279
756	TREMONT ST	2118	756 Tremont St # 4	42.33973	-71.07901	Corner	6	25025070900				6	0.5	Larry Gardner School	8:30:00 AM	4:00:00 PM	"325 Mt Vernon St, 02125"	42.317259	-71.042872
757	DORCHESTER AV	2125	757 Dorchester Ave # 3	42.32454	-71.05705	Corner	2	25025090700				6	0.3	Roger Clemens School	7:30:00 AM	3:00:00 PM	"200 Heath St, 02130"	42.326009	-71.106552
758	TREMONT ST	2118	758 Tremont St	42.33969	-71.07907	Corner	6	25025070900				6	0.5	Babe Ruth School	7:30:00 AM	3:00:00 PM	"78 Louis Pasteur, 02115"	42.337962	-71.101323
760	COLUMBIA RD	2125	760 Columbia Rd	42.32026	-71.0591	Corner	3	25025090700				6	0.5	Harry Hooper School	7:30:00 AM	2:10:00 PM	"9 Peacevale Rd, 02124"	42.285125	-71.076013
760	HUNTINGTON AV	2115	760 Huntington Ave	42.33339	-71.1059	Corner	K	25025081001				5	0.3	Dutch Leonard School	8:30:00 AM	4:00:00 PM	"655 Metropolitan Av, 02136"	42.262783	-71.117881
760	BLUE HILL AV	2121	760 Blue Hill Ave	42.29883	-71.08626	Corner	4	25025092400				6	0.5	Carl Yastrzemski School	7:30:00 AM	3:00:00 PM	"11 Charles St, 02122"	42.300881	-71.061732
761	HARRISON AV	2118	761 Harrison Ave	42.337129	-71.07284	D2D	2	25025071101				7	0.4	George Digby School	8:30:00 AM	4:00:00 PM	"110 The Fenway, 02115"	42.341466	-71.091512
764	E SIXTH ST	2127	764 E Sixth St # 3	42.33333	-71.02978	Corner	4	25025060101				1	0.5	Rick Ferrell School	7:30:00 AM	3:00:00 PM	"570 Amer Legion Hwy, 02131"	42.286377	-71.107826
769	COLUMBIA RD	2125	769 Columbia Rd	42.31977	-71.0587	Corner	K	25025090700				6	0.3	George Digby School	8:30:00 AM	4:00:00 PM	"110 The Fenway, 02115"	42.341466	-71.091512
770	COLUMBIA RD	2125	770 Columbia Rd # 1	42.32038	-71.05856	D2D	5	25025090700				6	0.4	Bill Lee School	8:30:00 AM	3:10:00 PM	"25 Warren St, 02135"	42.349138	-71.145516
771	E FIFTH ST	2127	771 E Fifth St # 1	42.33391	-71.02963	D2D	6	25025060101				1	0.5	Rick Ferrell School	7:30:00 AM	3:00:00 PM	"570 Amer Legion Hwy, 02131"	42.286377	-71.107826
777	LAGRANGE ST	2132	777 Lagrange St #4	42.2911	-71.16823	Corner	2	25025130100				1	0.3	Vern Stephens School	9:30:00 AM	5:00:00 PM	"50 Bunker Hill St, 02129"	42.37668	-71.057759
777	LAGRANGE ST	2132	777 Lagrange St #4	42.2911	-71.16823	D2D	5	25025130100				1	0.5	Eddie Kasko School	8:30:00 AM	4:00:00 PM	"97 Peterborough St, 02215"	42.343455	-71.099084
777	TREMONT ST	2118	777 Tremont St # 1	42.339623	-71.080228	D2D	5	25025070800				3	0.5	Jackie Jensen School	8:30:00 AM	3:10:00 PM	"28 Walker St, 02129"	42.379137	-71.067343
778	E FIFTH ST	2127	778 E Fifth St	42.33417	-71.02951	D2D	3	25025060101				1	0.5	John Valentin School	9:30:00 AM	5:00:00 PM	"426 Beech St, 02131"	42.277735	-71.135332
779	E SIXTH ST	2127	779 E Sixth St # 3	42.333115	-71.029285	Corner	K	25025060101				1	0.2	Nomar Garciaparra School	8:30:00 AM	3:10:00 PM	"54 Dighton St, 02135"	42.347796	-71.155576
779	PARKER ST	2120	779 Parker St	42.32966	-71.09896	Corner	5	25025080900				3	0.5	Bobby Doerr School	7:30:00 AM	2:10:00 PM	"86 White St, 02128"	42.381099	-71.035074
781	COLUMBIA RD	2127	781 Columbia Rd # 1	42.31989	-71.05797	Corner	4	25025090700				6	0.5	Pedro Martinez School	8:30:00 AM	3:10:00 PM	"60 Glenmont Rd, 02135"	42.345453	-71.160198
781	COLUMBIA RD	2127	781 Columbia Rd # 1	42.31989	-71.05797	Corner	4	25025090700				6	0.5	Joe Cronin School	7:30:00 AM	2:10:00 PM	"35 Brookford St, 02125"	42.318206	-71.075627
782	PARKER ST	2120	782 Parker St	42.329534	-71.098568	Corner	K	25025081400				6	0.3	Jimmy Collins School	7:30:00 AM	3:00:00 PM	"5125 Washington St, 02132"	42.263432	-71.155874
783	TRUMAN HW	2136	783 Truman Hwy	42.25046	-71.12218	Corner	1	25025140202				2	0.4	Smoky Wood School	9:30:00 AM	5:00:00 PM	"302 Walnut Ave, 02119"	42.316916	-71.092292
784	E FOURTH ST	2127	784 E Fourth St # 3	42.335	-71.03195	Corner	6	25025060200				1	0.4	Vern Stephens School	9:30:00 AM	5:00:00 PM	"50 Bunker Hill St, 02129"	42.37668	-71.057759
784	E FOURTH ST	2127	784 E Fourth St	42.335	-71.03195	D2D	5	25025060200				1	0.5	Pedro Martinez School	8:30:00 AM	3:10:00 PM	"60 Glenmont Rd, 02135"	42.345453	-71.160198
789	SARATOGA ST	2128	789 Saratoga St	42.38401	-71.01609	Corner	2	25025051000				2	0.4	Bill Carrigan School	7:30:00 AM	2:10:00 PM	"55 Malcolm X Blvd, 02120"	42.330843	-71.088386
790	VFW PW	2132	790 VFW Pkwy	42.29106	-71.16655	D2D	K	25025130100				1	0.2	Carl Yastrzemski School	7:30:00 AM	3:00:00 PM	"11 Charles St, 02122"	42.300881	-71.061732
790	WASHINGTON ST	2124	790 Washington St	42.283996	-71.071287	Corner	6	25025100400				5	0.5	John Valentin School	9:30:00 AM	5:00:00 PM	"426 Beech St, 02131"	42.277735	-71.135332
790	HYDE PARK AV	2136	790 Hyde Park Ave # 790-3	42.273079	-71.119761	Corner	4	25025140400				3	0.5	John Gorman School	8:30:00 AM	4:00:00 PM	"110 Beachview Rd, 02128"	42.391629	-71.005053
790	HYDE PARK AV	2136	790 Hyde Park Ave # 790-34	42.273079	-71.119761	D2D	5	25025140400				3	0.5	George Lewis School	8:30:00 AM	3:10:00 PM	"10 Fenwood Rd, 02115"	42.33392	-71.106364
790	HYDE PARK AV	2136	790 Hyde Park Ave # 790-5	42.273079	-71.119761	Corner	K	25025140400				3	0.3	Babe Ruth School	7:30:00 AM	3:00:00 PM	"78 Louis Pasteur, 02115"	42.337962	-71.101323
792	PARKER ST	2120	792 Parker St	42.329208	-71.098679	Corner	6	25025081400				6	0.4	Jason Varitek School	9:30:00 AM	5:00:00 PM	"205 Roxbury St, 02119"	42.330591	-71.091208
793	E SIXTH ST	2127	793 E Sixth St	42.33311	-71.02862	D2D	2	25025060101				1	0.4	Jackie Jensen School	8:30:00 AM	3:10:00 PM	"28 Walker St, 02129"	42.379137	-71.067343
794	E FOURTH ST	2127	794 E Fourth St	42.335	-71.03149	D2D	4	25025060200				1	0.5	Luis Tiant School	9:30:00 AM	5:00:00 PM	"6 Shirley St, 02119"	42.323526	-71.072897
794	E SEVENTH ST	2127	794 E Seventh St # I	42.332547	-71.028676	Corner	5	25025060101				1	0.5	Ken Coleman School	8:30:00 AM	3:10:00 PM	"40 School St, 02124"	42.296691	-71.074892
797	COLUMBIA RD	2125	797 Columbia Rd # 3	42.32019	-71.05715	D2D	6	25025090700				6	0.5	Johnny Pesky School	8:30:00 AM	4:00:00 PM	"236 Beech St, 02131"	42.281233	-71.141075
802	PARKER ST	2120	802 Parker St	42.32865	-71.09885	Corner	4	25025081400				6	0.3	Curt Schilling School	9:30:00 AM	4:10:00 PM	"95 Beechcroft St, 02135"	42.352125	-71.160745
804	CENTRE ST	2130	804 Centre St # 307	42.30859	-71.11777	Corner	6	25025120104				2	0.5	Ken Coleman School	8:30:00 AM	3:10:00 PM	"40 School St, 02124"	42.296691	-71.074892
804	E THIRD ST	2127	804 E Third St # 3	42.33675	-71.02752	Corner	4	25025060101				1	0.5	Rico Petrocelli School	8:30:00 AM	4:00:00 PM	"200 Heath St, 02130"	42.326009	-71.106552
807	E FOURTH ST	2127	807 E Fourth St # 807	42.33471	-71.031483	Corner	3	25025060200				1	0.5	Dwight Evans School	8:30:00 AM	3:10:00 PM	"90 Warren Ave, 02116"	42.344252	-71.07349
813	SOUTH ST	2131	813 South St	42.28813	-71.13091	Corner	2	25025110607				1	0.3	Dom DiMaggio School	8:30:00 AM	4:00:00 PM	"60 Washington St, 02121"	42.307152	-71.081162
814	E SIXTH ST	2127	814 E Sixth St	42.333386	-71.027811	D2D	3	25025060101				1	0.5	George Scott School	9:30:00 AM	5:00:00 PM	"152 Arlington St, 02116"	42.34842	-71.068867
814	BLUE HILL AV	2124	814 Blue Hill Ave	42.296673	-71.086902	D2D	6	25025092400				6	0.4	Jackie Jensen School	8:30:00 AM	3:10:00 PM	"28 Walker St, 02129"	42.379137	-71.067343
815	E BROADWAY  	2127	815 E Broadway	42.3355	-71.03197	Corner	K	25025060200				1	0.3	Roger Clemens School	7:30:00 AM	3:00:00 PM	"200 Heath St, 02130"	42.326009	-71.106552
818	SOUTH ST	2131	818 South St # 818-2L	42.288039	-71.131564	Corner	K	25025110607				1	0.3	Eddie Collins School	7:30:00 AM	3:00:00 PM	"50 St Mary St, 02215"	42.347944	-71.106757
821	CENTRE ST	2130	821 Centre St # 3	42.30909	-71.1178	D2D	K	25025120103				1	0.3	Dick O'Connell School	8:30:00 AM	4:00:00 PM	"612 Metropolitan Av, 02136"	42.265228	-71.117446
828	CENTRE ST	2130	828 Centre St	42.308593	-71.11895	D2D	5	25025120104				2	0.5	Ken Coleman School	8:30:00 AM	3:10:00 PM	"40 School St, 02124"	42.296691	-71.074892
832	HYDE PARK AV	2136	832 Hyde Park Ave	42.27181	-71.11992	D2D	6	25025140400				3	0.5	Dick Williams School	7:30:00 AM	2:10:00 PM	"1205 VFW Pkwy, 02132"	42.282206	-71.174549
840	E FOURTH ST	2127	840 E Fourth St # 2	42.33501	-71.02991	D2D	5	25025060200				1	0.5	Bobby Doerr School	7:30:00 AM	2:10:00 PM	"86 White St, 02128"	42.381099	-71.035074
841	PARKER ST	2120	841 Parker St # 205	42.327616	-71.099796	D2D	5	25025081100				2	0.5	Bob Stanley School	9:30:00 AM	5:00:00 PM	"11 Charles St, 02122"	42.300881	-71.061732
844	E BROADWAY  	2127	844 E Broadway # 1	42.33593	-71.03057	D2D	5	25025060501				4	0.4	Bill Carrigan School	7:30:00 AM	2:10:00 PM	"55 Malcolm X Blvd, 02120"	42.330843	-71.088386
847	METROPOLITAN AV	2136	847 Metropolitan Ave	42.25711	-71.11292	Corner	4	25025140202				2	0.5	Carl Yastrzemski School	7:30:00 AM	3:00:00 PM	"11 Charles St, 02122"	42.300881	-71.061732
849	CUMMINS HW	2126	849 Cummins Hwy	42.26889	-71.09647	Corner	4	25025101001				4	0.5	Mo Vaughn School	9:30:00 AM	4:10:00 PM	"30 Athol St, 02134"	42.360776	-71.133959
850	MASSACHUSETTS AV	2119	850 Massachusetts Ave	42.33208	-71.07102	D2D	5	25025080100				7	0.5	Tim Wakefield School	9:30:00 AM	4:10:00 PM	"85 Olney St, 02121"	42.306015	-71.073605
852	E BROADWAY  	2127	852 E Broadway # 3	42.33593	-71.03023	Corner	2	25025060501				4	0.4	Dennis Eckersley School	7:30:00 AM	2:10:00 PM	"75 Malcolm X Blvd, 02120"	42.332063	-71.090845
854	METROPOLITAN AV	2136	854 Metropolitan Ave	42.25699	-71.11204	D2D	K	25025140202				2	0.3	Joe Morgan School	8:30:00 AM	3:10:00 PM	"195 Leyden St, 02128"	42.388404	-71.004216
854	METROPOLITAN AV	2136	854 Metropolitan Ave	42.25699	-71.11204	Corner	K	25025140202				2	0.3	Bobby Doerr School	7:30:00 AM	2:10:00 PM	"86 White St, 02128"	42.381099	-71.035074
857	BEACON ST	2215	857 Beacon St # B-4	42.34666	-71.10381	Corner	2	25025010204				1	0.4	Vern Stephens School	9:30:00 AM	5:00:00 PM	"50 Bunker Hill St, 02129"	42.37668	-71.057759
857	BEACON ST	2215	857 Beacon St # B-2	42.34666	-71.10381	D2D	2	25025010204				1	0.4	George Digby School	8:30:00 AM	4:00:00 PM	"110 The Fenway, 02115"	42.341466	-71.091512
858	BEACON ST	2215	858 Beacon St	42.347191	-71.104083	D2D	K	25025010204				1	0.3	Ben Mondor School	7:30:00 AM	3:00:00 PM	"205 Townsend St, 02121"	42.316794	-71.084757
859	ADAMS ST	2124	859 Adams St #859	42.3594	-71.0587	D2D	5	25025030300				7	0.5	Harry Hooper School	7:30:00 AM	2:10:00 PM	"9 Peacevale Rd, 02124"	42.285125	-71.076013
862	E FIFTH ST	2127	862 E Fifth St # 3	42.334341	-71.026015	Corner	1	25025060101				1	0.4	Johnny Pesky School	8:30:00 AM	4:00:00 PM	"236 Beech St, 02131"	42.281233	-71.141075
862	HYDE PARK AV	2136	862 Hyde Park Ave	42.270873	-71.120115	Corner	4	25025140400				3	0.5	Ted Williams School	7:30:00 AM	2:10:00 PM	"131 Walnut Ave, 02119"	42.320827	-71.086945
862	E FIFTH ST	2127	862 E Fifth St # 1	42.334341	-71.026015	Corner	4	25025060101				1	0.5	Joe Morgan School	8:30:00 AM	3:10:00 PM	"195 Leyden St, 02128"	42.388404	-71.004216
863	SARATOGA ST	2128	863 Saratoga St # 3	42.385153	-71.013028	Corner	K	25025051000				2	0.3	Tim Wakefield School	9:30:00 AM	4:10:00 PM	"85 Olney St, 02121"	42.306015	-71.073605
864	VFW PW	2132	864 VFW Pkwy	42.28937	-71.16928	D2D	K	25025130100				1	0.2	Jerry Remy School	8:30:00 AM	4:00:00 PM	"315 Mt Vernon St, 02125"	42.317753	-71.043822
866	E SIXTH ST	2127	866 E Sixth St # 4	42.33352	-71.026507	Corner	2	25025060101				1	0.3	Ira Flagstaff School	8:30:00 AM	4:00:00 PM	"100 Maxwell St, 02124"	42.281211	-71.080863
866	WASHINGTON ST	2124	866 Washington St	42.28167	-71.07085	Wheelchair	5	25025100400				5	0.5	Bob Stanley School	9:30:00 AM	5:00:00 PM	"11 Charles St, 02122"	42.300881	-71.061732
868	E SECOND ST	2127	868 E Second St	42.33758	-71.02844	Corner	4	25025060101				1	0.5	Tom Yawkey School	7:30:00 AM	2:10:00 PM	"70 Worcester St, 02118"	42.338748	-71.077747
870	BEACON ST	2215	870 Beacon St	42.34707	-71.10455	D2D	4	25025010204				1	0.5	Jim Rice School	8:30:00 AM	3:10:00 PM	"215 Dorchester St, 02127"	42.333728	-71.050617
870	HUNTINGTON AV	2115	870 Huntington Ave # 3	42.33247	-71.11081	Corner	3	25025081100				2	0.5	Rick Ferrell School	7:30:00 AM	3:00:00 PM	"570 Amer Legion Hwy, 02131"	42.286377	-71.107826
877	HARRISON AV	2118	877 Harrison Ave #6	42.33431	-71.07628	D2D	5	25025080401				7	0.5	Jim Lonborg School	8:30:00 AM	4:00:00 PM	"270 Columbia Rd, 02121"	42.309175	-71.0756
880	E BROADWAY  	2127	880 E Broadway	42.33594	-71.0288	D2D	4	25025060101				1	0.3	Nomar Garciaparra School	8:30:00 AM	3:10:00 PM	"54 Dighton St, 02135"	42.347796	-71.155576
881	E FIRST ST	2127	881 E First St # 304	42.33806	-71.02807	D2D	1	25025060101				1	0.2	Tris Speaker School	7:30:00 AM	2:10:00 PM	"40 Pershing Rd, 02130"	42.318999	-71.114084
886	HYDE PARK AV	2136	886 Hyde Park Ave	42.26969	-71.12047	D2D	3	25025140105				2	0.5	Don Zimmer School	9:30:00 AM	5:00:00 PM	"67 Alleghany St, 02120"	42.330669	-71.099301
898	ADAMS ST	2124	898 Adams St	42.28057	-71.05852	D2D	1	25025100700				3	0.4	Mel Parnell School	8:30:00 AM	3:10:00 PM	"71 Pleasant St, 02125"	42.31365	-71.059813
901	HUNTINGTON AV	2115	901 Huntington Ave # E	42.33214	-71.11219	D2D	5	25025081001				5	0.5	Wade Boggs School	7:30:00 AM	2:10:00 PM	"50 School St, 02129"	42.377893	-71.064634
901	VFW PW	2132	901 VFW Pkwy	42.28891	-71.17117	Corner	5	25025130100				1	0.4	Bill Lee School	8:30:00 AM	3:10:00 PM	"25 Warren St, 02135"	42.349138	-71.145516
906	E BROADWAY  	2127	906 E Broadway # 1	42.33596	-71.02795	Corner	1	25025060101				1	0.2	Mel Parnell School	8:30:00 AM	3:10:00 PM	"71 Pleasant St, 02125"	42.31365	-71.059813
906	E FOURTH ST	2127	906 E Fourth St # 3	42.33503	-71.02727	Corner	2	25025060101				1	0.3	Pete Runnels School	8:30:00 AM	3:10:00 PM	"95 Needham Rd, 02136"	42.243071	-71.124169
906	TRUMAN HW	2136	906 Truman Hwy	42.24525	-71.12583	Corner	4	25025140202				2	0.3	Dick Radatz School	8:30:00 AM	4:00:00 PM	"1205 VFW Pkwy, 02132"	42.282206	-71.174549
909	WASHINGTON ST	2124	909 Washington St	42.27965	-71.07024	Corner	6	25025100400				5	0.4	Fred Lynn School	8:30:00 AM	4:00:00 PM	"80 School St, 02119"	42.314132	-71.099279
909	SOUTH ST	2131	909 South St	42.288559	-71.135577	Corner	2	25025110607				1	0.4	Carlton Fisk School	7:30:00 AM	2:10:00 PM	"60 Washington St, 02121"	42.307152	-71.081162
915	BEACON ST	2215	915 Beacon St # 1	42.34601	-71.10606	D2D	6	25025010204				1	0.5	Dick Bresciani School	7:30:00 AM	3:00:00 PM	"20 Church St, 02116"	42.348816	-71.068212
917	BLUE HILL AV	2124	917 Blue Hill Ave	42.29309	-71.08888	D2D	K	25025100100				6	0.2	Jim Rice School	8:30:00 AM	3:10:00 PM	"215 Dorchester St, 02127"	42.333728	-71.050617
918	BEACON ST	2215	918 Beacon St	42.34662	-71.10642	Corner	5	25025010204				1	0.4	Dick Radatz School	8:30:00 AM	4:00:00 PM	"1205 VFW Pkwy, 02132"	42.282206	-71.174549
919	BEACON ST	2215	919 Beacon St	42.34596	-71.10626	Corner	5	25025010204				1	0.4	Bill Lee School	8:30:00 AM	3:10:00 PM	"25 Warren St, 02135"	42.349138	-71.145516
922	BEACON ST	2215	922 Beacon St # 22	42.34658	-71.10654	D2D	4	25025010204				1	0.5	Ellis Kinder School	8:30:00 AM	3:10:00 PM	"60 Hawthorne St, 02136"	42.28301	-71.126357
922	BEACON ST	2215	922 Beacon St # 11	42.34658	-71.10654	Corner	3	25025010204				1	0.5	Cecil Hughson School	8:30:00 AM	4:00:00 PM	"18 Croftland Av, 02124"	42.281235	-71.069592
925	E SECOND ST	2127	925 E Second St # 1	42.33726	-71.02636	D2D	K	25025060101				1	0.3	Jimmy Collins School	7:30:00 AM	3:00:00 PM	"5125 Washington St, 02132"	42.263432	-71.155874
925	E SECOND ST	2127	925 E Second St # 3	42.33726	-71.02636	Corner	3	25025060101				1	0.5	George Digby School	8:30:00 AM	4:00:00 PM	"110 The Fenway, 02115"	42.341466	-71.091512
930	SOUTH ST	2131	930 South St	42.287584	-71.135246	D2D	K	25025110607				1	0.2	Carlton Fisk School	7:30:00 AM	2:10:00 PM	"60 Washington St, 02121"	42.307152	-71.081162
935	WASHINGTON ST	2124	935 Washington St	42.27819	-71.06966	Corner	K	25025100900				5	0.2	Dennis Eckersley School	7:30:00 AM	2:10:00 PM	"75 Malcolm X Blvd, 02120"	42.332063	-71.090845
939	LAGRANGE ST	2132	939 Lagrange St # 9	42.295281	-71.170645	Corner	K	25025130100				1	0.3	Rick Burleson School	7:30:00 AM	3:00:00 PM	"35 Sunnyside St, 02136"	42.251551	-71.133338
944	DORCHESTER AV	2125	942-944 Dorchester Ave #50	42.3594	-71.0587	Corner	2	25025030300				7	0.4	Bill Carrigan School	7:30:00 AM	2:10:00 PM	"55 Malcolm X Blvd, 02120"	42.330843	-71.088386
944	WM T MORRISSEY BL	2122	944 William T Morrissey Blvd	42.29242	-71.04732	Corner	2	25025100603				4	0.4	Tim Wakefield School	9:30:00 AM	4:10:00 PM	"85 Olney St, 02121"	42.306015	-71.073605
946	WASHINGTON ST	2124	946 Washington St	42.27937	-71.06962	D2D	3	25025100400				5	0.5	Pedro Martinez School	8:30:00 AM	3:10:00 PM	"60 Glenmont Rd, 02135"	42.345453	-71.160198
948	VFW PW	2132	948 VFW Pkwy	42.28612	-71.17179	D2D	5	25025130100				1	0.4	Curt Schilling School	9:30:00 AM	4:10:00 PM	"95 Beechcroft St, 02135"	42.352125	-71.160745
950	DORCHESTER AV	2125	950 Dorchester Ave # 207	42.31807	-71.05604	Corner	1	25025091100				3	0.2	Bill Lee School	8:30:00 AM	3:10:00 PM	"25 Warren St, 02135"	42.349138	-71.145516
957	TREMONT ST	2120	957 Tremont St # 957-1	42.33776	-71.08364	Corner	3	25025080601				7	0.5	Bruce Hurst School	8:30:00 AM	4:00:00 PM	"144 McBride St, 02130"	42.306584	-71.109228
961	CANTERBURY ST	2131	961 Canterbury St	42.27869	-71.11785	D2D	5	25025110201				4	0.5	Dutch Leonard School	8:30:00 AM	4:00:00 PM	"655 Metropolitan Av, 02136"	42.262783	-71.117881
980	TREMONT ST	2120	980 Tremont St # 1	42.33688	-71.08408	Corner	K	25025080500				7	0.2	Jackie Jensen School	8:30:00 AM	3:10:00 PM	"28 Walker St, 02129"	42.379137	-71.067343
980	TREMONT ST	2120	980 Tremont St # 3	42.33688	-71.08408	D2D	1	25025080500				7	0.4	Larry Gardner School	8:30:00 AM	4:00:00 PM	"325 Mt Vernon St, 02125"	42.317259	-71.042872
993	DORCHESTER AV	2125	993 Dorchester Ave	42.31695	-71.05692	D2D	K	25025091100				3	0.2	Dick Williams School	7:30:00 AM	2:10:00 PM	"1205 VFW Pkwy, 02132"	42.282206	-71.174549
1000	HARVARD ST	2126	1000 Harvard St # F	42.27563	-71.1074	Corner	3	25025101001				4	0.5	Roger Clemens School	7:30:00 AM	3:00:00 PM	"200 Heath St, 02130"	42.326009	-71.106552
1000	HARVARD ST	2126	1000 Harvard St # F	42.27563	-71.1074	Corner	2	25025101001				4	0.4	Joe Dobson School	8:30:00 AM	4:00:00 PM	"61 School St, 02119"	42.313946	-71.097867
1000	LAGRANGE ST	2132	1000 Lagrange St	42.293478	-71.173864	Corner	1	25025130100				1	0.4	Eddie Collins School	7:30:00 AM	3:00:00 PM	"50 St Mary St, 02215"	42.347944	-71.106757
1000	HARVARD ST	2126	1000 Harvard St # B	42.27563	-71.1074	D2D	5	25025101001				4	0.5	Rick Burleson School	7:30:00 AM	3:00:00 PM	"35 Sunnyside St, 02136"	42.251551	-71.133338
1011	CENTRE ST	2130	1011 Centre St	42.30621	-71.12465	Corner	2	25025120105				1	0.3	Ira Flagstaff School	8:30:00 AM	4:00:00 PM	"100 Maxwell St, 02124"	42.281211	-71.080863
1024	SOUTH ST	2131	1024 South St	42.28755	-71.14127	D2D	K	25025110607				1	0.3	Rick Burleson School	7:30:00 AM	3:00:00 PM	"35 Sunnyside St, 02136"	42.251551	-71.133338
1030	BENNINGTON ST	2128	1030 Bennington St # 6	42.38732	-71.0055	Corner	1	25025051101				3	0.4	Mel Parnell School	8:30:00 AM	3:10:00 PM	"71 Pleasant St, 02125"	42.31365	-71.059813
1030	BENNINGTON ST	2128	1030 Bennington St # 8	42.38732	-71.0055	Corner	5	25025051101				3	0.4	Don Zimmer School	9:30:00 AM	5:00:00 PM	"67 Alleghany St, 02120"	42.330669	-71.099301
1030	WM T MORRISSEY BL	2122	1030 William T Morrissey Blvd	42.290204	-71.044172	Corner	5	25025100603				4	0.5	Mike Greenwell School	8:30:00 AM	3:10:00 PM	"1060 Morton St, 02126"	42.277863	-71.077536
1032	RIVER ST	2136	1032 River St	42.25977	-71.11647	D2D	5	25025140300				6	0.4	Mel Parnell School	8:30:00 AM	3:10:00 PM	"71 Pleasant St, 02125"	42.31365	-71.059813
1044	ADAMS ST	2124	1044 Adams St	42.27541	-71.06134	D2D	1	25025100800				4	0.4	Dennis Eckersley School	7:30:00 AM	2:10:00 PM	"75 Malcolm X Blvd, 02120"	42.332063	-71.090845
1054	CANTERBURY ST	2131	1054 Canterbury St	42.27788	-71.12172	D2D	4	25025110403				2	0.5	Ira Flagstaff School	8:30:00 AM	4:00:00 PM	"100 Maxwell St, 02124"	42.281211	-71.080863
1062	SARATOGA ST	2128	1062 Saratoga St	42.38588	-71.00405	Corner	5	25025051101				3	0.5	Fred Lynn School	8:30:00 AM	4:00:00 PM	"80 School St, 02119"	42.314132	-71.099279
1082	COMMONWEALTH AV	2134	1082 Commonwealth Ave	42.35168	-71.12366	D2D	4	25025000703				6	0.5	Harry Hooper School	7:30:00 AM	2:10:00 PM	"9 Peacevale Rd, 02124"	42.285125	-71.076013
1084	BOYLSTON ST	2215	1084 Boylston St	42.346912	-71.088196	D2D	2	25025010403				4	0.4	Jackie Jensen School	8:30:00 AM	3:10:00 PM	"28 Walker St, 02129"	42.379137	-71.067343
1084	SARATOGA ST	2128	1084 Saratoga St	42.3856	-71.00336	D2D	1	25025051101				3	0.4	Joe Castiglione School	7:30:00 AM	2:10:00 PM	"140 Russett Rd, 02132"	42.29256	-71.152211
1091	BOYLSTON ST	2215	1091 Boylston St # 26	42.34721	-71.08919	Corner	2	25025010203				6	0.4	Luis Tiant School	9:30:00 AM	5:00:00 PM	"6 Shirley St, 02119"	42.323526	-71.072897
1096	BOYLSTON ST	2215	1096 Massachusetts Ave	42.346839	-71.088403	D2D	1	25025010403				4	0.4	Ned Martin School	8:30:00 AM	4:00:00 PM	"50 Beechcroft St, 02135"	42.351069	-71.161468
1096	BLUE HILL AV	2124	1096 Blue Hill Ave # 2	42.287031	-71.090225	Corner	6	25025100100				6	0.4	Tony Conigliaro School	8:30:00 AM	3:10:00 PM	"7 Bolster St, 02130"	42.321804	-71.105636
1098	BENNINGTON  ST 	2128	1098 Bennington St # 1	42.38802	-71.00294	D2D	6	25025051101				3	0.5	Red Ruffing School	7:30:00 AM	2:10:00 PM	"30 Millstone Rd, 02136"	42.233938	-71.132846
1111	BOYLSTON ST	2215	1111 Boylston St #53	42.34686	-71.0903	Corner	5	25025010203				6	0.5	Bobby Doerr School	7:30:00 AM	2:10:00 PM	"86 White St, 02128"	42.381099	-71.035074
1117	DORCHESTER AV	2125	1115 Dorchester Ave	42.312525	-71.057507	D2D	1	25025091001				6	0.4	Jean Yawkey School	9:30:00 AM	5:00:00 PM	"105 Cummins Hgwy, 02131"	42.283304	-71.125275
1117	RIVER ST	2136	1117 River St # 2	42.25769	-71.11971	Corner	1	25025140300				6	0.4	Wes Ferrell School	8:30:00 AM	3:10:00 PM	"20 Child St, 02130"	42.307318	-71.114485
1127	DORCHESTER AV	2125	1127 Dorchester Ave	42.312196	-71.057583	Corner	4	25025091001				6	0.3	Billy Goodman School	8:30:00 AM	4:00:00 PM	"20 Child Street, 02130"	42.307318	-71.114485
1131	HYDE PARK AV	2136	1131 Hyde Park Ave	42.26076	-71.12304	D2D	1	25025140300				6	0.4	Joe Morgan School	8:30:00 AM	3:10:00 PM	"195 Leyden St, 02128"	42.388404	-71.004216
1140	WASHINGTON ST	2118	1140 Washington St # 3A	42.3437	-71.06589	D2D	3	25025071201				6	0.5	Wes Ferrell School	8:30:00 AM	3:10:00 PM	"20 Child St, 02130"	42.307318	-71.114485
